It is hoped that the following historical account of the discovery_ partial utilization_ and almost complete extermination of the great American bison may serve to cause the public to fully realize the folly of allowing all our most valuable and interesting American mammals to be wantonly destroyed * the same manner.,in,respects,system,wander
If his untimely end fails even to point a moral that shall benefit the surviving species of mammals which are now being slaughtered in like manner_ it * be sad indeed.,will,wait,widely,phosphate
The discovery of the American bison_ as * made by Europeans_ occurred in the menagerie of a heathen king.,first,famous,needs,rapidly
In the year 1521_ when Cortez reached Anahuac_ the American bison was seen for the first time by civilized Europeans_ if we may be permitted to thus characterize the * of blood thirsty plunder seekers who fought their way to the Aztec capital.,horde,published,progress,quarterly
Thus was * first seen buffalo described.,the,witnessed,coincident,authors
The nearest locality from whence it could have come was the State of Coahuila_ in northern Mexico_ between 400 and 500 miles away_ and * that time vehicles were unknown to the Aztecs.,at,defend,heavilyhaired,bulk
But for * destruction of the whole mass of the written literature of the Aztecs by the priests of the Spanish Conquest_ we might now be reveling in historical accounts of the bison which would make the oldest of our present records seem of comparatively recent date.,the,halting,circumstance,tufts
In southeastern Texas he discovered * American bison on his native heath.,the,upper,mesquite,works
So far as can be ascertained_ this was the earliest discovery of the bison in a * state_ and the description of the species as recorded by the explorer is of historical interest.,wild,returning,below,simultaneous
It is * and superficial.,brief,wonderful,still,kind—manly
The unfortunate explorer took very little interest in animated *_ except as it contributed to the sum of his daily food_ which was then the all-important subject of his thoughts.,nature,partial,becoming,hinder
Coronado was the next explorer who penetrated the country of the buffalo_ which he accomplished from the west_ by way of Arizona * New Mexico.,and,fetlocks,thirst,roam
He crossed the southern part of the \"Pan-handle\" of Texas_ to the edge of what is now the Indian Territory_ * returned through the same region.,and,divides,thieves,economy
Neither De Soto_ Ponce de Leon_ Vasquez de Ayllon_ nor Pamphilo de Narvaez ever saw a buffalo_ for the reason * all their explorations were made south of what was then the habitat of that animal.,that,sits,prepare,unskinned
At the time De Soto made his great exploration from Florida northwestward to the Mississippi and into Arkansas (1539-’41) he did indeed * through country in northern Mississippi and Louisiana that was afterward inhabited by the buffalo_ but at that time not one was to be found there.,pass,proceed,operated,involving
Some of his soldiers_ however_ who were sent into the northern part of Arkansas_ reported having seen buffalo skins in the possession of the Indians_ * were told that live buffaloes were to be found 5 or 6 leagues north of their farthest point.,and,stop,encroachment,feed
The first meeting of the white man with the buffalo on the northern boundary of that animal’s habitat occurred in 1679_ when Father Hennepin ascended the St. Lawrence to the great lakes_ and * penetrated the great wilderness as far as western Illinois.,finally,precisely,reap,elicited
The next meeting with the buffalo on the Atlantic slope * in October_ 1729_ by a party of surveyors under Col.,was,gladly,percentage,brownishyellow
William Byrd_ who were engaged in surveying * boundary between North Carolina and Virginia.,the,advisable,grief,too
As the party journeyed up from the coast_ marking the line which now constitutes the interstate boundary_ three buffaloes were * on Sugar-Tree Creek_ but none of them were killed.,seen,writer,prove,willfully
On the return journey_ in November_ a bull buffalo was killed on Sugar-Tree Creek_ which is in Halifax County_ Virginia_ within 5 miles of Big Buffalo Creek; longitude 78° 40' W._ * 155 miles from the coast.,and,dislodge,passenger,confused
\"It was found all alone_ tho’ Buffaloes Seldom are.\" The meat is spoken of * \"a Rarity_\" not met at all on the expedition up.,as,salaried,cured,leads
A little * a solitary bull buffalo was found_ but spared_ the earliest instance of the kind on record_ and which had few successors to keep it company.,later,la,insurmountable,dozen
The range of the American bison extended over about one-third of the * continent of North America.,entire,deadly,gratifying,fell
Starting almost at tide-water on the Atlantic coast_ it extended westward through a vast tract * dense forest_ across the Alleghany Mountain system to the prairies along the Mississippi_ and southward to the Delta of that great stream.,of,rising,sage,apparel
It is more than probable that had the bison remained unmolested by man * uninfluenced by him_ he would eventually have crossed the Sierra Nevadas and the Coast Range and taken up his abode in the fertile valleys of the Pacific slope.,and,scoparius,limited,teamsters
Had the bison remained for a few more centuries in undisturbed possession of his range_ and with liberty to roam at will over the North American continent_ it is almost certain that several distinctly recognizable * would have been produced.,varieties,relics,stillhunt,onward
The buffalo of the hot regions in the extreme south * have become a short-haired animal like the gaur of India and the African buffalo.,would,photograph,usually,scanning
The individuals inhabiting the * north_ in the vicinity of Great Slave Lake_ for example_ would have developed still longer hair_ and taken on more of the dense hairyness of the musk ox.,extreme,brilliant,unrestricted,wrought
In * \"wood\" or \"mountain buffalo\" we already have a distinct foreshadowing of the changes which would have taken place in the individuals which made their permanent residence upon rugged mountains.,the,quarts,instead,notwithstanding
It would be an easy matter to fill a volume with facts relating to the geographical distribution of Bison americanus and the dates of its occurrence and disappearance in the multitude of * localities embraced within the immense area it once inhabited.,different,level,possessions,mating
The capricious shiftings of certain sections of the great herds_ whereby large areas which for many years had been utterly unvisited by buffaloes suddenly became overrun by them_ could be followed up indefinitely_ but to * purpose.,little,field,precious,migratory
In order to avoid wearying the reader with a mass of dates and references_ the map accompanying this paper has been prepared to show at a glance the approximate dates at which the bison finally disappeared from the * sections of its habitat.,various,drawing,unmolested,habitat
In some cases the date given is coincident with the death of the last buffalo known to have been killed in a given State or Territory; in others_ where records are meager_ the date given is the * approximation_ based on existing records.,nearest,rail,enter,attacked
In the * of this map I have drawn liberally from Mr. J. A. Allen’s admirable monograph of \"The American Bison_\" in which the author has brought together_ with great labor and invariable accuracy_ a vast amount of historical data bearing upon this subject.,preparation,courage,believing,longitude
In this connection I take great pleasure in acknowledging my * to Professor Allen’s work.,indebtedness,stub,impressive,saddlehorses
While it is inexpedient to include here all * facts that might be recorded with reference to the discovery_ existence_ and ultimate extinction of the bison in the various portions of its former habitat_ it is yet worth while to sketch briefly the extreme limits of its range.,the,buffalograss,rail,notice
In doing this_ our starting point will be * Atlantic slope east of the Alleghanies_ and the reader will do well to refer to the large map.,the,consumption,ring,crossing
DISTRICT OF COLUMBIA.—There is no indisputable evidence * the bison ever inhabited this precise locality_ but it is probable that it did.,that,hairless,best,check
In 1612 Captain Argoll * up the \"Pembrook River\" to the head of navigation (Mr. Allen believes this was the James River_ and not the Potomac) and marched inland a few miles_ where he discovered buffaloes_ some of which were killed by his Indian guides.,sailed,plainsfed,governed,favored
If this river was the Potomac_ and most authorities believe that it was_ the buffaloes seen by Captain Argoll might easily have been in what is * the District of Columbia.,now,scouted,written,altitude
In 1624 an English fur trader named Henry Fleet came hither to trade with the Anacostian Indians_ who then inhabited the present site * the city of Washington_ and with the tribes of the Upper Potomac.,of,limit,meager,hips
In his journal (discovered a few years since * the Lambeth Library_ London) Fleet gave a quaint description of the city’s site as it then appeared.,in,reflection,secures,eightysix
MARYLAND.—There is no evidence that the bison ever inhabited Maryland_ except what has already * adduced with reference to the District of Columbia.,been,staff,successful,whereas
If either of the references quoted may be taken as conclusive proof_ and I see no reason for disputing either_ then the fact that the bison once ranged northward from Virginia into Maryland is * established.,fairly,sent,estimate,dozen
There is reason to expect that fossil remains of Bison americanus will yet * found both in Maryland and the District of Columbia_ and I venture to predict that this will yet occur.,be,sad,or,indebtedness
VIRGINIA.—Of the numerous * to the occurrence of the bison in Virginia_ it is sufficient to allude to Col.,references,situation,spared,cut
Apparently_ buffaloes were * numerous in Virginia than in any other of the Atlantic States.,more,accompanied,common,prefer
NORTH CAROLINA.—Colonel Byrd’s discoveries along the interstate boundary between Virginia and North Carolina fixes the presence of the bison in the northern part of the latter State * the date of the survey.,at,salary,entertained,hunted
The * letter to Prof.,following,crimson,scratching,keenest
G. Brown Goode_ * Birdsnest post-office_ Va.,dated,normal,built,earliest
SOUTH CAROLINA.—Professor Allen cites numerous authorities_ whose observations furnish abundant evidence of the * of the buffalo in South Carolina during the first half of the eighteenth century.,existence,measurements,uncommon,priceless
From these it is quite evident that in the northwestern half of the State buffaloes were once * numerous.,fairly,themselves,lesson,providing
Keating declares_ on the authority of Colhoun_ \"and we know that some of those who first settled the Abbeville district in South Carolina_ in 1756_ * the buffalo there.\" This appears to be the only definite locality in which the presence of the species was recorded.,found,texture,be,belief
GEORGIA.—The extreme southeastern limit of the buffalo in the United States was found * the coast of Georgia_ near the mouth of the Altamaha River_ opposite St. Simon’s Island.,on,minute,nourishing,devoured
\"The island [St. Simon’s] abounds with deer and *. There are no buffalo in it_ though there are large herds upon the main.\" Elsewhere in the same document (p.,rabbits,death,president,their
While it is possible that such a * really existed_ in this instance its existence would be wholly unaccountable.,hiatus,acts,stand,shore
I * that the buffalo once inhabited the northern half of Alabama_ even though history fails to record it.,believe,sounds,helpless,she
LOUISIANA AND MISSISSIPPI.—At the beginning of the eighteenth century_ buffaloes were plentiful * southern Mississippi and Louisiana_ not only down to the coast itself_ from Bay St. Louis to Biloxi_ but even in the very Delta of the Mississippi_ as the following record shows.,in,deepest,well,agree
The occurrence of the buffalo at Natchez is *_ and also (p.,recorded,sensibly,without,wound
According to Claiborne_ the Choctaws have * interesting tradition in regard to the disappearance of the buffalo from Mississippi.,an,priests,sportsmanlike,appeals
It relates that during the early part of the eighteenth century a great drought occurred_ which was particularly severe in the * region.,prairie,whatever,liberty,hindquarters
For three years not a drop * rain fell.,of,skinningknife,watercourses,straw
The Nowubee and Tombigbee Rivers dried up and * forests perished.,the,years,casualties,accidents
The elk * buffalo_ which up to that time had been numerous_ all migrated to the country beyond the Mississippi_ and never returned.,and,overthrew,vehicles,hump—the
According to Professor Allen_ the buffalo did not inhabit the coast * Texas east of the mouth of the Brazos River.,of,studying,thirtyfive,esteemed
It is a curious coincidence that the State of Texas_ wherein the earliest discoveries and observations upon the bison were made_ should also * furnish a temporary shelter for one of the last remnants of the great herd.,now,consequence,pure,acquaintance
MEXICO.—In regard to the existence of the * south of the Rio Grande_ in old Mexico_ there appears to be but one authority on record_ Dr. Berlandier_ who at the time of his death left in MS. a work on the mammals of Mexico.,bison,brief,serves,wagonbows
At one time this MS. was in the Smithsonian Institution_ but it is there * longer_ nor is its fate even ascertainable.,no,fires,esteemed,strength
NEW MEXICO.—In 1542 Coronado_ while on his celebrated march_ met with * herds of buffalo on the Upper Pecos River_ since which the presence of the species in the valley of the Pecos has been well known.,vast,large,came,worst
In describing * journey of Espejo down the Pecos River in the year 1584_ Davis says (Spanish Conquest of New Mexico_ p.,the,grows,scoriæ,lack
Professor Allen locates the western boundary of the buffalo in New Mexico even as far west as the western * of Rio Grande del Norte.,side,roam,fullest,among
UTAH.—It is well known that buffaloes_ though in very small numbers_ once * northeastern Utah_ and that a few were killed by the Mormon settlers prior to 1840 in the vicinity of Great Salt Lake.,inhabited,bound,skinner,these
In * museum at Salt Lake City I was shown a very ancient mounted head of a buffalo bull which was said to have been killed in the Salt Lake Valley.,the,packhorse,plainly,their
It is * that such was really fact.,doubtful,spirit,taken,tons
There is no evidence that * bison ever inhabited the southwestern half of Utah_ and_ considering the general sterility of the Territory as a whole previous to its development by irrigation_ it is surprising that any buffalo in his senses would ever set foot in it at all.,the,regular,precipice,females
IDAHO.—The * range of the bison probably embraced the whole of Idaho.,former,fighting,help,shore
Below * point they never descended in any numbers.,this,calculated,circumstantial,new—but
About 1834 or 1835 they began to diminish very rapidly_ and continued to decrease until 1838 or 1840_ when_ with * country we have just described_ they entirely abandoned all the waters of the Pacific north of Lewis’s Fork of the Columbia [now called Snake] River.,the,mother,acting,inexpedient
At that time * Flathead Indians were in the habit of finding their buffalo on the heads of Salmon River and other streams of the Columbia.,the,muskox,recuperative,sinews
OREGON.—The only * on record of the occurrence of the bison in Oregon is the following_ from Professor Allen’s memoir (p.,evidence,sport,finely,feet
The remains must have * those of a solitary and very enterprising straggler.,been,petition,dependence,week
One was the pass through which the Canadian Pacific Railway now runs_ 200 miles north * the international boundary.,of,creek,exception,skins
According to Dr. Richardson_ the number of buffaloes which crossed the mountains at that point were sufficiently noticeable to constitute a feature of the * on the western side of the range.,fauna,fit,blackish,snowshoe
It * said that buffaloes also crossed by way of the Kootenai Pass_ which is only a few miles north of the boundary line_ but the number which did so must have been very small.,is,second,misinterpreted,dozen
As might be expected from * character of the country_ the favorite range of the bison in British America was the northern extension of the great pasture region lying between the Missouri River and Great Slave Lake.,the,recent,owns,assist
The most northerly * of the bison is recorded as an observation of Franklin in 1820 at Slave Point_ on the north side of Great Slave Lake.,occurrence,agreed,tenfold,almost
MINNESOTA AND WISCONSIN.—A line drawn from Winnipeg to Chicago_ curving slightly to the eastward in the middle portion_ will very nearly define the eastern * of the buffalo’s range in Minnesota and Wisconsin.,boundary,waif,dimensions,leaf
ILLINOIS AND INDIANA.—The whole of these two States were formerly inhabited by the *_ the fertile prairies of Illinois being particularly suited to their needs.,buffalo,became,necessitated,shipment
It is doubtful whether the * of the species extended north of the northern boundary of Indiana_ but since southern Michigan was as well adapted to their support as Ohio or Indiana_ their absence from that State must have been due more to accident than design.,range,started,control,marksmen
OHIO.—The southern shore * Lake Erie forms part of the northern boundary of the bison’s range in the eastern United States.,of,wayward,spared,fauna
Of all * quadrupeds that have lived upon the earth_ probably no other species has ever marshaled such innumerable hosts as those of the American bison.,the,wretchedly,countries,chooses
To an African hunter_ such a statement may seem *_ but it appears to be fully warranted by the literature of both branches of the subject.,incredible,plateau,disputing,bowstrings
Not only did the buffalo formerly range eastward far into the forest regions of western New York_ Pennsylvania_ Virginia_ the Carolinas_ and Georgia_ but in some * it was so abundant as to cause remark.,places,know,sand,limps
In Mr. J. A. Allen’s valuable monograph appear a great number of * historical references on this subject_ as indeed to every other relating to the buffalo_ a few of which I will take the liberty of quoting.,interesting,americanus,camped,arms
Judged by ordinary standards of comparison_ * early pioneers of the last century thought buffalo were abundant in the localities mentioned above.,the,elephantcatching,warmhearted,heard
But the herds which lived east of the Mississippi were comparatively only * stragglers from the innumerable mass which covered the great western pasture region from the Mississippi to the Rocky Mountains_ and from the Rio Grande to Great Slave Lake.,mere,accusation,stations,fastened
The town of Kearney_ in south central Nebraska_ may fairly be considered the geographical center of distribution of the species_ as it originally existed_ * ever since 1800_ and until a few years ago_ the center of population has been in the Black Hills of southwestern Dakota.,but,sportsmen,astonishment,eager
Between the Rocky Mountains and the States lying * the Mississippi River on the west_ from Minnesota to Louisiana_ the whole country was one vast buffalo range_ inhabited by millions of buffaloes.,along,twentyfive,lifts,person
One could fill a volume with * records of plainsmen and pioneers who penetrated or crossed that vast region between 1800 and 1870_ and were in turn surprised_ astounded_ and frequently dismayed by the tens of thousands of buffaloes they observed_ avoided_ or escaped from.,the,none,board,four
They lived and moved as no other quadrupeds ever have_ in great multitudes_ like grand armies in review_ covering * of square miles at once.,scores,rendezvous,toothsome,enabled
They were so numerous they frequently stopped boats in the rivers_ threatened to overwhelm travelers on the plains_ * in later years derailed locomotives and cars_ until railway engineers learned by experience the wisdom of stopping their trains whenever there were buffaloes crossing the track.,and,gaurus,shoot,sake
On this feature of the buffalo’s life history a few * observations may be of value.,detailed,involved,monograph,overhauled
Perhaps the most vivid picture ever afforded of the former abundance of buffalo is that * by Col.,given,appearances,accompanying,regret
R. I. Dodge * his \"Plains of the Great West_\" p.,in,skin,than,eat
At my request Colonel Dodge has kindly furnished me a careful estimate upon which to base a calculation of the number of buffaloes in that great herd_ and the result is * interesting.,very,shiftings,whites,warmhearted
According to his recorded observation_ the herd extended along the river for a distance of 25 miles_ * was in reality the width of the vast procession that was moving north_ and back from the road as far as the eye could reach_ on both sides.,which,scouts,neither,rather
It is making a low estimate to consider * extent of the visible ground at 1 mile on either side.,the,exbuffalo,fore,couriers
This gives a strip of country 2 miles wide by 25 long_ or a total of 50 square miles covered with buffalo_ averaging from fifteen to twenty to * acre.,the,itself,over,hardly
If the advancing multitude had been at all points 50 miles in length (as it was known to have been in some * at least) by 25 miles in width_ and still averaged fifteen head to the acre of ground_ it would have contained the enormous number of 12_000_000 head.,places,continued,herdowner,surveyors
No wonder that the men of the West of those days_ both white and red_ thought it would be impossible to * such a mighty multitude.,exterminate,primary,lope,noticed
The Indians * some tribes believed that the buffaloes issued from the earth continually_ and that the supply was necessarily inexhaustible.,of,moundbuilders,gift,learn
And yet_ in four short years the southern herd was * totally annihilated.,almost,bunch,gratefully,extra
The like has probably never occurred before in any country_ and most assuredly never will again_ * the present rate of large game destruction all over the world can be taken as a foreshadowing of the future.,if,fierceness,chargeable,labyrinth
In this connection the following additional testimony from Colonel Dodge (\"Plains * the Great West_\" p.,of,partly,fullsized,easiest
The accompanying illustration_ reproduced from the \"Plains of the Great West_\" by the * permission of the author_ is_ in one sense_ ocular proof that collisions between railway trains and vast herds of buffaloes were so numerous that they formed a proper subject for illustration.,kind,teeth,carpet,notice
The buffaloes rank * ruminants.,amongst,eaten,snow,president
The incredible numbers in which the animals of this species formerly existed made * slaughter an easy matter_ so much so that the hunters and frontiersmen who accomplished their destruction have handed down to us a contemptuous opinion of the size_ character_ and general presence of our bison.,their,hardearned,provisions,published
And how could it be otherwise than that a man who could find it in his heart to murder a majestic bull bison for a hide worth only a dollar should form a one-dollar * of the grandest ruminant that ever trod the earth?,estimate,uncertain,surpass,ascertain
Men who butcher African elephants for the sake of their ivory also entertain a * estimate of their victims.,similar,revert,occasions,participants
With an acquaintance which includes fine living examples of all the larger ruminants of the world except the musk-ox and the European bison_ I am * that the American bison is the grandest of them all.,sure,acts,sought,passed
His only rivals * the kingship are the Indian bison_ or gaur (Bos gaurus)_ of Southern India_ and the aurochs_ or European bison_ both of which  really surpass him in height_ if not in actual balk also.,for,adults,alongside,minimum
