Thus soliloquised Harley Riddell_ ruefully_ as he hurriedly picked his way through the somewhat aggressive conglomeration of wagons_ hansoms_ ’buses and fourwheelers_ which threatened to still further * his arrival at the establishment of his employers_ Messrs.,belate,tears,feigned,despondent
Still more astonished was he to notice that_ whatever * reason for the unusual excitement may have been_ it became intensified by his arrival.,the,notions,selfpossession,lions
But * was just a tinge of alarm mingled with his astonishment when he perceived that both the Brothers Stavanger and Mr. Edward Lyon_ who was the \"Co.\" in the business_ were here before him.,there,dreaded,thing,curious
\"Nothing wrong_ I hope_ sirs?\" * Harley’s impulsive question.,was,sad,relieve,disappeared
\"You are no doubt the best judge of that_\" * Mr. David Stavanger_ who_ being a vicar’s churchwarden_ systematically cultivated a dignified bearing and an impressive mode of speech.,said,imposed,promenading,diamonds
\"I beg your *_\" interrupted the detective_ whose name was John Gay.,pardon,ploughing,references,loitered
\"That will be an easy matter_\" put * Hugh Stavanger_ the son of the senior partner.,in,before,totally,end
Harley had not noticed Hugh Stavanger’s presence until he thus unpleasantly * it apparent.,made,abjectly,expected—sympathetic,certainly
He had_ in fact_ been stupefied by the extraordinary words and behaviour * those around him.,of,produced,dying,preferring
\"Ah! he would * violence to his other crimes_\" said Mr. David_ hastily sheltering himself behind Mr. Samuel Stavanger’s more portly person.,add,collusion,detrimental,key
By this time Harley was calm again outwardly_ but his calm was as that of the ocean which a deluge of rain is beating into a surface smoothness which the still heaving waters below would fain convert into * breakers.,mountainous,venturous,disclose,excited
Was it possible that he was * to?,alluded,lips,fire,employment
He * at the faces of those around him_ and read condemnation in them all.,looked,goodhumouredlooking,anything,lips
Nay_ there was at least one countenance which was impassive_ one breast * which a trace of fairplay seemed to linger.,in,cost,consciousness,rose
He would appeal to the detective for * explanation of this horrible mystery.,an,tea,ultimate,substantial
\"Yes_ pray go through the mockery of an *_\" cried Mr. David.,explanation,indisputable,uncomfortable,reveal
\"Why_ you yourself said everything * to this man’s guilt_\" contended Mr. David.,pointed,cardboard,tact,shudderingly
\"Very likely_\" was the * reply.,dry,preserve,notoriously,destined
\"There has been a robbery of a serious and extensive nature_ and you are suspected of being * thief_\" said the detective_ carefully watching the face of the stricken Harley.,the,respectively,dreading,smirk
\"Since when has this tremendous * taken place?\" asked Harley.,robbery,impulsive,borne,argued
\"Who was here when you left?\" asked Mr. Lyon_ taking * in the conversation for the first time.,part,sacrifice,bet,imbue
\"That is quite true_ so far as the delivery of the keys *_\" said Mr. David.,goes,dreaded,car,own
Harley Riddell was duly charged before a magistrate with * feloniously abstracted gems to the value of four thousand pounds from the premises of Messrs.,having,sauntered,unconscious,waited
But though he was powerless himself_ others * working bravely for him.,were,mused,crime,photographed
At first they also worked hopefully_ until it became evident that whoever had concocted the plot * which he was the victim_ had neglected no precaution against the failure of their plans.,of,bravely,unscathed,deserted
Mr. David Stavanger_ the senior partner of the firm_ deposed that_ influenced by the invariable steadiness_ industry_ and ability of the prisoner_ he had been induced to place more trust * him than he had ever placed in any of the subordinates of the firm.,in,charts,shall,calamity
He had been eight years in the employment * Messrs.,of,safest,speedy,eye
Considerably to Mr. David’s chagrin_ however_ he was not permitted to continue his remarks_ and his evident determination to take accused’s guilt for granted was * reprimanded.,sharply,unobserved,was,talk
Fellow employees gave similar evidence to that of Mr. David_ but were all so evidently convinced of Harley’s innocence_ that counsel for the prosecution no longer felt quite sure of winning the case_ until Mr. Gay produced the most damning evidence that could be forthcoming against a * accused of theft.,man,liking,requires,blundering
At * in the morning these were fetched by the leading shopman_ whose duty it was to see that all was in readiness to receive customers at ten o’clock.,nine,askance,guided,circumstances
As Mr. David Stavanger wished to present his eldest daughter with a birthday gift_ Mr. Hugh had volunteered to * several articles of jewellery for her to choose from_ and had_ therefore_ contrary to his usual custom_ gone to the shop at nine o’clock.,fetch,breast,wellshaped,oclock
He had himself unlocked * safes_ and on comparing the contents with the inventory which was with them_ had at once seen that a great number of valuable stones were missing_ and had telegraphed to the members of the firm to come at once.,the,labours,adamantine,discovering
The detective_ who was immediately sent for_ could * no evidence that any part of the premises had been feloniously entered_ or that the safes had been tampered with.,find,suffering,womans,type
