The present warning issues with no uncertain sound_ because this great battle for preservation and conservation cannot be won by gentle tones_ nor by appeals to the aesthetic * of those who have no sense of beauty_ or enjoyment of Nature.,instincts,sought,settlement,catch
It is * to sound a loud alarm_ to present the facts in very strong language_ backed up by irrefutable statistics and by photographs which tell no lies_ to establish the law and enforce it if needs be with a bludgeon.,necessary,flag,age,provision
This book is * an alarm call.,such,worse,covering,hustled
Its forceful pages remind me * the sounding of the great bells in the watch-towers of the cities of the Middle Ages which called the citizens to arms to protect their homes_ their liberties and their happiness.,of,passed,fourth,supported
It is undeniable that the welfare and * of our own and of all future generations of Americans are at stake in this battle for the preservation of Nature against the selfishness_ the ignorance_ or the cruelty of her destroyers.,happiness,marketshooters,saloonloafer,risk
We * longer destroy great works of art.,no,affix,rob,trash
They are treasured_ and regarded as of priceless value; but we have yet to attain the state of civilization where the destruction of a glorious work of Nature_ whether it be a cliff_ a forest_ or a species of mammal or bird_ is regarded with * abhorrence.,equal,beef,responded,depredations
The whole earth is a poorer place to live in when a colony of exquisite egrets or birds of paradise is destroyed in order that * plumes may decorate the hat of some lady of fashion_ and ultimately find their way into the rubbish heap.,the,exempt,lot,reservoir
The people of * the New England States are poorer when the ignorant whites_ foreigners_ or negroes of our southern states destroy the robins and other song birds of the North for a mess of pottage.,all,plunges,say,lullaby
Travels through Europe_ as well as * a large part of the North American continent_ have convinced me that nowhere is Nature being destroyed so rapidly as in the United States.,over,enabled,travail,towns
Except within our conservation areas_ an earthly paradise * being turned into an earthly hades; and it is not savages nor primitive men who are doing this_ but men and women who boast of their civilization.,is,endeavors,bequeath,gamewardens
Air and water are polluted_ rivers and streams serve as sewers and * grounds_ forests are swept away and fishes are driven from the streams.,dumping,dangerpoint,elephant,firearms
Many birds are becoming extinct_ and certain * are on the verge of  extermination.,mammals,streams,actinomycosis,skunk
Vulgar advertisements hide the landscape_ and in all * disfigures the wonderful heritage of the beauty of Nature to-day_ we Americans are in the lead.,that,legitimately,never,codified
Fortunately the tide * destruction is ebbing_ and the tide of conservation is coming in.,of,disease—a,show,wapiti
