The \"Innkeepers' Plate\" and the \"County Members' Cup\" will speedily be no longer heard of and a time will come when the hat will not be sent round among the tradespeople of a county for the purpose of providing a racing trophy for * local meeting.,the,Christmas,Dudley,comprehended
The only county races of the kind indicated will_ there can be little doubt_ dwindle ere long into farmers'_ hunters'_ and * meetings.,yeomanry,turfite,Gloriation,Girth
In seeking after turf reform_ it must be borne in mind that there are some things which the Jockey Club cannot possibly accomplish but it is undoubtedly the province of that body to regulate racing so far as the ages of horses are concerned they can determine when two-year-olds shall first run_ and they can fix a limit_ as indeed they have already done_ below which the stake to * run for shall not sink.,be,never-ceasing,\"stable,care
The Jockey Club did a wise action in licensing jockeys and other racing officials that body may judiciously extend its authority so far as to license bookmakers_ and also create a race-going police that shall be a terror to welshers * racing roughs of all kinds.,and,breeder,sustain,Hill
Sir Joseph Hawley figured in his time as a racing reformer_ and judging from what * said and did he was thoroughly in earnest.,he,affair,vitality\",meetings)
His propositions may serve as a text for an exposition of what is now held by some good judges to be most wanted in * shape of \"racing reform.,the,indeed,Deformed,horseman
By way of exordium_ Sir Joseph laid down as a proposition that racing was no longer a national sport_ but * become a \"mere trade_\" so far as most of its followers were concerned.,had,forms,Antar,intermittent
\"The public are now convinced_\" said Sir Joseph_ \"that the system which has been of late * rapidly growing up in no way tends to improve the breed of horses_ but is one of simple gambling_ and in this state of things the Jockey Club silently acquiesce.,years,accident,impressive,multiplying
Such an impression_ rightly or wrongly formed_ is most dangerous alike to the sport and * reputation of those who take part in it but so long as the recognised authorities remain passive_ and make no effort to bring about a better order of things_ it would be impossible to remove it.,the,Schahriar,probability,attach
1. * horse to run in any flat race after November 15th or before March 24th_ and no two-year-old before September 1st_ any horse so running to be disqualified from entering or running at any meeting where the Jockey Club Rules are in force.,No,sinner\",vulgarism),overtook
2. No entries for two-year-old races to be made more than * days before the day advertised for running.,fifteen,1665,occurrence,fewer
* No horse under four years old to run in any handicap.,3.,fine,halt,incidence
4. No public money_ cup_ or other prize to be given in any race to which two-year-olds are admitted_ or any race under a mile_ or to any *.,handicap,loafer,copying,circumstance—as
5. All entries to be made in * name of owner or part owner.,real,Pepper,riding,handicapped
The Kingsclere Baronet also indicated some reformation or widening of the Jockey Club by his proposition \"that the basis of the club be extended_ and that not only more gentlemen who are large owners of race-horses_ but those who take interest in racing as a means of preserving the * of horses_ be invited to become members.,breed,appointed,piloted,halfpence
\" Sir Joseph_ in formulating his Turf Reform Bill_ undoubtedly indicated some of the blots incidental to modern horse-racing_ as * previous turf reformers had done_ and as has in some degree been done since he died.,indeed,accumulation,1790-1,retire
Under the rules of racing as now administered there can be no doubt that the gambling element of the turf has far greater scope than it would be allowed under the stringent regulations formulated by Sir *.,Joseph,approbation,agility,gratuitous
Whenever any proposals are made for racing reform of a substantial kind_ strenuous opposition at once begins_ both within and without the Jockey *.,Club,delicacies,tape\",purchasers
The members of that self-constituted body are difficult to * in such matters_ some of them at any rate being pretty staunch believers in the doctrine of \"use and wont.,move,£300,company,enclosed
\" Some critics have asserted that the gambling element is at times stronger within the club than out of it * any rate_ it will not soon be forgotten how one of its members at a prominent meeting created a \"scene\" in the ring because he had been anticipated in backing one of his horses—that gentleman's love of \"the noble sport of horse-racing\" is easily estimated.,at,Register\",Cambridgeshires,spread
Probably before that time comes—it seems to be at present far distant—when no person will be * for election to the club who bets_ much-needed reforms of various kinds will have been consummated.,eligible,diem,compliment,\"open
At some future date it may probably be enacted by the Jockey Club that two-year-old horses shall not run at Lincoln_ nor at the earlier Newmarket meetings as at present_ but be reserved for a later period of the season in the meantime_ however_ with the sordid spirit of gambling pervading * nook and corner of the turf_ it is vain to hope for much reform of the kind indicated by Sir Joseph Hawley.,every,tired,retaining,partiality
Before leaving this part of the subject it may just be noted that there was no lack of two-year-old racing at Newmarket in the years (1882-83) which are selected as * representative.,being,apology,proportionately,fountain-head
From April 11th to 14th six races took place in which two-year-olds were the competitors either in whole or part for these the fields numbered respectively 6_ 8_ 3_ 10_ 8_ and 3. From April 25th to 28th ten races were run at *_ the fields for which averaged 11 horses.,head-quarters,herself,is,starter's
At the May Newmarket reunion (9th to 11th) there were thirteen races * which two-year-olds were engaged_ being an average of say 6 horses for each race.,in,Dee,runners-up,usually
The Newmarket July Meeting is celebrated for its two-year-old races_ two of which are looked upon with great *.,interest,suspicious,City's,Music
In 1884 nineteen * for two-year-olds were run at Newmarket during the first three meetings_ and very fair fields of competitors were seen on the Heath.,races,lengths\",active,Lynn
At * Newmarket April Meeting of last year (1890) there were seven races on the programme for two-year-olds.,the,bettors—the,indebted—only,price
From these statistics it will at once be apparent that if an abridgment * two-year-old racing is ever to take place it will have to begin at home_ and the Jockey Club will require to set the example.,of,25,identify,addition
Owners and trainers have_ however_ become so accustomed to the present early * lavish display of two-year-olds on all the race courses of the kingdom that it will be difficult to enter even the thin end of the wedge.,and,Iris,liquor,sermons
The racing public are wedded to things as they are_ and yearlings have become so * that owners and trainers are glad to see their horses earning money at an early date.,costly,sheepskin,hardihood,established
So long ago as the year 1860 Lord Redesdale introduced a Bill into the House of Lords_ in which it was proposed that_ after January 1st_ 1861_ no horse should * for any racing prize carrying less than 7 st.,start,composition,congregated,York\"
*_ under a penalty of £200 and forfeiture of the horse so running.,,forfeit,misfortune,adverted
The measure was opposed by Lord Derby_ who thought the superior old horses * be placed at a disadvantage by having to carry 11 and 12 st.,would,wins,avail,placing
But why not_ was asked_ seeing that every colt running in the Derby carries 9 *.,st,Among,arrives,allegation
_ and every filly only * lb.,5,announcement,breed,walk\"
less than that_ whilst no horse in any race_ * is now the rule_ shall carry less than 6 st.,it,retire,degeneration,hints
? In favour of an increase in the scale * weights our two most popular handicaps may be cited.,of,eighth,Wilfully,us
The Cesarewitch has only been won * horses carrying less than 6 st.,by,\"Lady,carrier,partners
on five * since 1860. Two Cambridgeshires only have been carried off during the last thirty years by animals bearing weights under 6 st.,occasions,able,spotted,target
The City and Suburban Handicap has been won three times * 1860 by horses weighted under 6 st.,since,gelding,early,Azor
The Lincolnshire Handicap has only been won once since * by a horse under 6 st.,1860,thoughts,O'Kelly's,responds
Why a horse of any kind_ even a * of the most mediocre quality_ should ever have been asked to carry the feather weight of 5 st.,horse,crowned,succumbed,words\"
* lb.,7,therefore,Darling,spreads
now seems preposterous! That a minimum weight of * st.,6,starting,transpire,Any
* lb.,7,begin,guarantee,promptly
should be fixed upon_ with a range of * st.,3,institutions,cup,stain
7 *.,lb,interfere,chicaneries,coloured
*_ or even 4 st.,,sire,given\",drinking
*_ as between highest and lowest_ has been recommended by many who have at heart the best interests of the turf.,,back—an,argue,period?
No ill would result in * to the noble animal_ and the scale would certainly admit of more  being employed to ride.,consequence,surely,hurried,transact
Much could be said on * sides of this question_ but there are many engaged in racing who would never at any time have the weights interfered with—they are such believers in use and wont.,both,\"bad\",(8,agree
This_ therefore_ is one of the matters to which the Jockey Club should again turn their attention there is more in what is asked for than the * fixing of a weight suitable for the competing horses_ or for the bringing together of the sixty or seventy animals entered for some well-known handicap.,mere,fickle,adopted,Certainly
What are called \"flattering * very often result in failure when the acceptances come to be declared.,handicaps\",carriage,sympathised,Rubyman
We read occasionally in the newspapers that \"the *.,Messrs,riddle,\"About,backs
Asterisk have_ as usual_ succeeded in putting together an admirable specimen of their art_ the fifty-nine horses entered being apportioned such weights as makes it difficult to find * flaw in the handicap_\" etc.,a,supplying,interpreted,leading
*.,etc,1842,think,£4000
but despite this flattery and a liberal bonus of * money_ probably not one-third of the horses entered are found to cry content on the appointed day.,added,capacity,\"betting\",pages
It * long since a professional handicapper was advocated.,is,this,(should,conducted
Admiral Rous was looked upon by the racing world as being_ in his day_ an adept in the art of handicapping but * flaw was frequently discovered in some of his indictments_ and in the opinion of really good judges better handicaps than those which_ after the Admiral's death_ emanated from the office of the Messrs.,a,20.,Richard,\"starter\"
* were never made.,Weatherby,accident,mysteries,Both
