The * price of Hermit_ as all the world knows_ has been quoted at 100 to 1_ but very likely 50 or at most 66 to 1 would more correctly represent the rate of the odds two horses which started at 50 to 1 were Azor (1817) and Spaniel (1831) Phosphorus (1837)_ Caractacus (1862)_ and Doncaster (1873)_ were each priced at 40 to 1_ at the start.,starting,dismissed,lads,animal
Merry Monarch (1845) is the only Derby * which started at 33 to 1 Noble (1786)_ Lapdog (1826)_ Amato_ and Bloomsbury (1838-9) were all 30 to 1 chances_ and on ten different occasions the winner of the Derby has figured at 20 to 1 as the field was taken in hand by the starter.,winner,it!,proper,Canterbury
Seven times have odds been laid \"on\" the winner_ * \"evens\" have four times been recorded.,whilst,mutual,edification,mystery\"
As all interested in horse-racing know_ the Derby_ till * the last three years_ has been a self-supporting race_ and even now it is only_ if at all_ a little less so.,within,mark,2271,depends
Harking back_ and looking over Blue Ribbon history_ we find that those running horses in the great Epsom event required to pay for the privilege of doing * a sum of £50. Gentlemen who entered their horses_ but for some reason or other did not run them_ had_ according to the conditions_ to pouch out £25_ and in the earlier years of the Derby \"guineas\" were exacted.,so,imaginative,betimes,out
In the rubric * the first race no sum is allotted to the second or third horses_ but in 1782 it is mentioned that \"the second received 100 gs.,of,wrong,Isonomy,terminates
out of the *.,stakes,each—in,bantam,recoverable
\" No allowance would appear_ in the earlier years of the Blue Ribbon_ to have been assigned to the other placed horse_ but in the course of time there appeared a clause in the conditions to the effect that the winner would have to pay £100 towards the expenses of additional police officers_ and some years afterwards another exaction was made in the form of a fee * £50 to the judge so that the very earliest traditions of the race point in the direction of meanness.,of,lad\",1754,trials
How the race for the Derby Stakes was originally organised is not very well known_ but that machinery of some kind existed for collecting the stakes_ and handing the amounts won to the winners of them_ may be taken for granted indeed_ we know that it was so_ but_ for lack of authentic information on * subject_ it is better not to risk the publication of merely hearsay statements.,the,defenders,Surefoot,started
For more than a century British sportsmen have quietly allowed themselves to be_ * may be said_ \"victims\" of a confederacy that \"grabbed\" all and gave nothing.,as,Could,degree,mounts
Year after year owners of Derby horses generously (perhaps \"stupidly\" would be the better word) continued to run against each other simply for their own money_ much to the profit of the money-seeking * which leases the racecourse and grand stand on Epsom Downs.,Company,1822,Ave,small—so
