His stolid indifference to everything * did not understand cost him his existence_ although in later years he displayed more interest in his environment.,he,rations,owner,discomfort
MARYLAND.—There is no evidence that the bison ever inhabited Maryland_ except what has already * adduced with reference to the District of Columbia.,been,staff,successful,whereas
When dry_ it catches easily_ burns readily_ and makes a hot fire with but very little smoke_ although it * rapidly consumed.,is,quarters,bruised,chance
The * of the adult bull is by no means as long as I have seen on a bison_ although perhaps not many have greatly surpassed it.,hair,destroyed,bluff,slender
On the body and hind quarters there were large patches of skin which were perfectly *_ between which lay large patches of old_ woolly_ brown hair.,bare,misery,bountiful,furrows
In 1880 buffalo hunting as a business ceased forever in the Southwest_ and so far as can be ascertained_ but one successful hunt for robes has been made in that * since that time.,region,hinder,pastime,burnt
The shedding * the winter coat was in full progress.,of,scramble,overtaken,ruminant
In the handsome young \"spike\" bull * the Museum group_ the hair on the shoulders has begun to take on the length_ the light color_ and tufted appearance of the adult_ beginning at the highest point of the hump and gradually spreading.,in,doubtful,derived,possibilities
The range of the American bison extended over about one-third of the * continent of North America.,entire,deadly,gratifying,fell
He displayed the utmost zeal * intelligence_ not only in the more agreeable kinds of work and sport incident to the hunt_ but also in the disagreeable drudgery_ such as team-driving and working on half-frozen specimens in bitter cold weather.,and,scanned,halfwild,grandeur
Colonel Dodge considers it reasonably certain that the statistics furnished by the Atchison_ Topeka and Santa Fé road represent only one-third of the entire * product_ and there certainly appears to be good ground for this belief.,buffalo,other,systematic,skulking
In this enumeration the small herd in the Yellowstone National Park is classed with other herds in * and under protection_ for the reason that_ had it not been for the protection afforded by the law and the officers of the Park_ not one of these buffaloes would be living to-day.,captivity,watched,slaying,leveled
In former times_ when the buffalo’s world was wide_ when retreating from an attack * always ran against the wind_ to avoid running upon a new danger_ which showed that he depended more upon his sense of smell than his eye-sight.,he,engineers,barrels,business
In addition to * preservation of his entire skeleton_ we prepared the skin also_ as an example of the condition of the buffalo immediately after shedding.,the,shots,chief,directing
Accordingly_ the following morning we decided without hesitation that it was best to get back to camp that day_ and it soon proved very fortunate * us that we so decided.,for,march,stillhunters,summits
In regard to the existence of wild buffaloes in the British Possessions_ the statements of different authorities are at variance_ by far the larger number holding the opinion that there are in all the Northwest Territory only * few almost solitary stragglers.,a,in,slaughterhouse,ignorant
I know of no greater affront that could be offered to the intelligence of a genuine buffalo-hunter than to accuse him of not knowing enough to tell the sex of a buffalo \"on the run\" by its * alone.,form,beset,fore,briefly
During the * of the buffalo it was declared by many an impossibility to stop or prevent the slaughter.,existence,walk,deemed,be
The death of these four cows brought our number of buffaloes up * eighteen_ and made us think about the possibilities of getting thirty.,to,spreads,try,registering
Although half a * buffaloes were killed by Indians_ half-breeds_ and whites_ the natural increase was so very considerable as to make it seem that the evil day of extermination was yet far distant.,million,oil,hindquarter,semidomestication
The horns of * taken in their prime are smooth_ glossy black_ and even look as if they had been half polished with oil.,bulls,sank,humble,fractured
After the shedding of the body hair_ the naked skin of the buffalo is burned by the sun and bitten by flies until he is compelled to seek a pool of water_ or even a bed of soft *_ in which to roll and make himself comfortable.,mud,duly,positively,sleigh
Sometimes this movement was accomplished * and without any excitement_ but at other times it was done with a rush_ in which considerable distances would be gone over on the double quick.,quietly,solid,kindly,dollars—perhaps
Although I * to find such to be the case_ I found no perceptible difference whatever_ nor do I believe that any exists.,expected,superintendent,returned,personal
The naked skin has a shiny * appearance_ and of course the external anatomy of the animal is very distinctly revealed.,brown,thicken,instead,forecast
