\"There seems no doubt about *_\" at last said Mr. Cory.,it,discretion,awful,searched
For it served to save him from the * which he could not otherwise have resisted.,despondency,firmly,judgment,quickly
While apparently quite * in the company of Mr. Staines_ she was careful not to agree to any scheme of enjoyment that involved retirement from the public thoroughfares.,happy,lifeless,now,room
\"Courage_ * darling_\" said her father.,my,passed,tiny,natural
Somehow_ however_ the proofs * had been deemed so overwhelming by Harley’s friends_ did not appear as if they were going to be sufficient to compass the conviction of Hugh Stavanger for the robbery.,which,yielding,grieved,homes
Nay_ there was at least one countenance which was impassive_ one breast * which a trace of fairplay seemed to linger.,in,cost,consciousness,rose
She * fortunate enough to secure just what she wanted_ and at a price_ too_ which made her wonder how the artist could possibly make a living at that sort of work.,was,mans,cable,quietest
Presumably everything would have turned upon Hilton Riddell’s evidence_ and_ curiously *_ the lack of evidence was likely not merely to fail in proving Stavanger’s guilt_ but to be the actual means of proving his innocence.,enough,lengthened,sketches,respiration
\"Come here and you * know_\" she answered.,shall,tolerably,amenable,substantial
For if_ as he feared_ the face he had seen at Valetta was that of * enemy and pursuer_ it behoved him to quit Alexandria before the landing place of the rescued aeronauts became too widely known.,an,case,roll,temporarily
Nevertheless_ he counted the months_ the weeks_ the days that must elapse ere he could obtain any news of what was transpiring at home_ and every spell of adverse weather caused him acute *_ since it lengthened the time during which he would have to remain inactive.,anguish,eagerness,substantiation,grew
Annie—quiet_ subdued_ and sad—was yet unremittent in her efforts to gain information likely to * useful.,be,words,keys,average
The derelict ship was by this time quite near_ and scores of eager eyes were scanning it_ to * if perchance there was not after all someone left on board.,see,on—first,gathered,shock
\"No_ that isn’t the beginning of the *_\" interrupted Mr. Cory_ smiling.,story,route,realised,neglect
But Mr. Cory was so far cut out for detective work that he was not likely to fail * lack of carefulness_ and preferred to neglect not the smallest precaution.,through,superstitious,wagons,lest
They had a painful story of peril * relate as soon as warmth_ food_ and rest had done their beneficent work.,to,necessities,evident,immediate
The condition of the rescued men was truly *_ and they were saved none too soon.,pitiable,fraternised,protector,suited
Mrs. Riddell and Miss Cory were * in the drawing-room.,sitting,cries,they,ascertained
One day revelling in love and happiness; * next loaded with misery_ desperation_ and isolation from all his beloved ones!,the,companions,marriage,bounds
His mother_ too_ bore up wonderfully under all her *_ and expressed her firm faith in the ultimate restoration of her son’s liberty and reputation.,trials,inamorata,rebelled,entirely
Perhaps he did not keep careful note of the money that changed hands * startling frequency.,with,afterwards,scenery,acumen
