These * of brass or iron_ Pl.,are,impregnation,furrow,topaz
That the metals cannot be dissolved in * without being previously oxydated_ or by procuring oxygen_ for that purpose_ from the acids during solution_ is a general and well established fact_ which I have perhaps repeated too often.,acids,later,leaves,solutions
The affinities of this acid_ with the salifiable bases_ are taken from Mr de Morveau_ who is the first chemist * has endeavoured to ascertain them.,that,went,refer,what
Afterwards_ having collected all the red particles_ formed during the experiment_ from the running mercury in which they floated_ I found these * amount to 45 grains.,to,tartar,adapted,direction
The * and acid are distinguished in French by arsenic and arsenique; but_ having chosen the English termination ic to translate the French ique_ I was obliged to use this small deviation.,base,putrefactive,decompose,hand
In these calculations we may either reduce the height of the mercury in the barometer_ and the difference of level in the jar and bason_ into lines or decimal fractions of the inch; * I prefer the latter_ as it is more readily calculated.,but,successively,orifices,oversight
By * nitric acid eight times from camphor_ Mr Kosegarten converted it into an acid analogous to the oxalic; but_ as it differs from that acid in some circumstances_ we have thought necessary to give it a particular name_ till its nature be more completely ascertained by farther experiment.,distilling,filtre,have,approach
I am not clear of the absolute necessity of * second verb here first introduced_ but think_ in a work of this nature_ that it is the duty of the translator to neglect every other consideration for the sake of strict fidelity to the ideas of his author.,this,cease,injure,yeast
The names of * of tartar per deliquium_ oil of vitriol_ butter of arsenic and of antimony_ flowers of zinc_ &c.,oil,tincture,contrivance,rare
A detailed account of this experiment will be found in the memoirs of the academy * 1781_ p.,for,who,vague,interval
When ammoniac is thus produced in its greatest degree of purity it can only exist under the gasseous form_ at least in the * temperature of the atmosphere_ it has an excessively penetrating smell_ is absorbed in large quantities by water_ especially if cold and assisted by compression.,usual,come,omit,gazometry
By the expression specific * of bodies_ we understand the respective quantities of caloric requisite for raising a number of bodies of the same weight to an equal degree of temperature.,caloric,shown,susceptible,mostly
We can procure it in a fourth manner from combinations of ammoniac with metallic oxyds_ as pointed out by Mr de Fourcroy: The hydrogen of the ammoniac combines with the oxygen of the oxyd_ and forms water_ whilst the azote * left free escapes in form of gas.,being,vaporization,filtring,infinitely
To render the whole of this complicated apparatus more easily understood_ and that its description may make all * of the same kind more readily followed_ it is represented_ completely connected together for use_ in Pl.,others,cuppel,decantation,revival
This object may be very fully accomplished with the hydrostatic balance_ * weighing a solid body; such_ for example_ as a little ball of rock cristal suspended by a very fine gold wire_ first in the air_ and afterwards in the fluid whose specific gravity we wish to discover.,by,attachment,owing,tables
It becomes expensive_ because_ * many experiments_ such as the formation of water and of nitric acid_ it is absolutely necessary to employ two of the same machines.,in,repay,explains,escapes
In all these ores the metal is oxydated; and_ in some of them_ it appears even to be oxygenated to the state of acid_ being combined with * into a true tungstat of lime.,lime,distillation,genus,mixed
It is certainly possible to determine the quantity of caloric which is * during the combination of these two gasses_ and consequently to determine what quantity remains after the combination takes place.,disengaged,nicer,academic,aluminous
The intention of the dome is * oblige the flame and heat to surround and strike back or reverberate upon every part of the retort_ whence the furnace gets the name of reverberatory.,to,requisite,supporting,largest
One or more of these may * placed upon a second grate above the furnace_ Pl.,be,stops,notions,hydrometers
Perhaps_ when experiments have been made * sufficient accuracy_ we may one day be able to determine the proportional quantity of caloric_ necessary for producing the several species of gasses.,with,possessing,suffice,concomitant
To this degree * oxygenation_ we have afterwards_ in the course of this work_ given the generical name of oxyd.,of,works,propose,cows
The phosphorus which has been found combined with it appears_ * the experiments of Mr Hassenfratz_ to be only accidental.,from,herrings,commencing,although
From these reflections_ Mr Meusnier contrived a method of determining the exact degree of pressure to which the gas contained in the jar * at any time exposed.,is,laboratory,fail,pomgranate
The ancient chemists knew hardly any * the salts formed by the combinations of acetous acid with the salifiable bases_ except the acetites of potash_ soda_ ammoniac_ copper_ and lead.,of,engenders,flattened,different
All that has been attempted in this way is *_ between brackets ( )_ the degrees of Fahrenheit's scale corresponding with those of Reaumeur's thermometer_ which is used by the Author.,adding,continually,length,certain
It is proper to give some account * these_ and of the reasons for omitting several of them.,of,attends,rule,dissolution
After the air or gas is exchanged from the first jar_ marked with slips * paper_ into the graduated jar_ turn up the mouth of the marked jar_ and fill it with water exactly to the marks EF_ Pl.,of,probably,altogether,vitriol
Besides_ this part of chemistry being still far from that accuracy it must arrive to_ * perfection of the science ought certainly to precede that of its language; and we must still_ for some time_ retain the old names for the animal oxyds and acids.,the,consisting,indicating,decompound
The salt of sorrel_ which is potash having oxalic acid combined in excess_ is named acidulous * of potash in our new nomenclature.,oxalat,whiteness,concomitant,authorised
And_ when one mouth is intended to admit two * more tubes_ which frequently happens when we have not a sufficient number of bottles with two or three necks_ we must use a cork with two or three holes_ Pl.,or,balances,carbonic,sinks
If ever this acidifiable base of the muriatic acid is discovered to be a known substance_ though now unknown in that capacity_ it will be requisite to change its present denomination for * analogous with that of its base.,one,what,finish,degrees
Elasticity in the abstract * nothing more than that quality of the particles of bodies by which they recede from each other when forced together.,is,pounded,liquids,talking
We can readily conceive that * degree of heat at which this phenomenon begins must be different in different bodies.,the,overcome,dissatisfied,weighings
By oxygenating the tartarous acid_ it is convertible into oxalic_ malic_ and acetous acids; but it is probable the proportions of hydrogen and * in the radical are changed during these conversions_ and that the difference between these acids does not alone consist in the different degrees of oxygenation.,charcoal,sicca,charry,understood
Having examined several cases of simple combustion_ I mean now to give a few examples of a more * nature.,complex,workmen,reason,ordinary
As the oxygen gas never appears till the retort becomes red_ it seems to prove the principle established * Mr Berthollet_ that an obscure heat can never form oxygen gas_ and that light is one of its constituent elements.,by,sections,experiments,severally
In a great many experiments * very violent fire is not required_ the reverberatory furnace may be used as a melting one_ by leaving out the piece called the laboratory_ and placing the dome immediately upon the fire-place_ as represented Pl.,wherein,flavours,otherwise,wax
Almost all the metals_ for instance_ are * of uniting with each other_ and forming what are called alloys_ in common language.,capable,examining,few,renewed
Upon that plan_ and * varying the terminations according to the formerly established rules of our nomenclature_ we have the following denominations: Hydro-carbonous_ hydro-carbonic; carbono-hydrous_ and carbono-hydric oxyds.,by,operated,calculation,deceived
We shall afterwards find that there are several others which undergo the same change in similar circumstances_ such as muriatic * marine acid_ ammoniac or volatile alkali_ the carbonic acid or fixed air_ the sulphurous acid_ &c.,or,sufficiently,uniformly,weights
This liquifaction cannot * be produced by means of the water of cristallization_ but in consequence of the salt being very fusible in its nature_ and from its passing from the solid to the liquid state of aggregation_ when but a little raised above the temperature of boiling water.,therefore,appearance,cost,saying
We call the combination * this element with caloric hydrogen gas; and the term hydrogen expresses the base of that gas_ or the radical of water.,of,compensated,empty,capable
We are obliged to employ metallic vessels in this process_ because fluoric acid dissolves glass and silicious earth_ and even * these bodies volatile_ carrying them over with itself in distillation in the gasseous form.,renders,converts,lixiviated,contains
From the state * oxyds they are capable of being changed into acids by the addition of a fresh quantity of oxygen; and_ according to the degrees of oxygenation_ and the proportion of hydrogen and charcoal in their bases_ they form the several kinds of vegetable acids.,of,live,essays,boiled
The solution of salts in water requires no * apparatus; small glass phials of different sizes_ Pl.,particular,oxyds,little,what
I have some reason to believe that the acetous radical * a small portion of azote; and_ as this element is not contained in the radicals of any vegetable acid except the tartarous_ this circumstance is one of the causes of difference.,contains,turn,ammoniacal,surcharged
