She removed her coat and hat_ and laid them * a console in the hall; and went into the library.,on,bulb,heels,sheets
Like Samson he would lay hold * the pillars of the house and all should go down to ruin with him.,of,diamonds,shipment,whole
Take it in big things_ or take it in the * of life—it’s the same system.,trivialities,group,jurors,next
So they * already beginning to keep her under surveillance!,were,paper,their,lesser
But * was interrupted by a sort of explosive assent.,he,eddy,entity,sack
The attorney paid * attention.,no,account,impressive,building
It was very still; there was a ghostly fog_ * somewhere beyond me_ as though out of the sky_ I heard whispering voices.,and,doing,smock,imagines
He * up before his table.,stood,tongue,lookout,bulb
He pitched away * ax_ seized the porter by the shoulders_ and he and Mooney rushed the express car_ using the body of the terrorized porter for a shield against any bullet that might be fired.,the,softness,swiftly,cynical
And the chemist * like one in haste to an appointment.,acted,requires,reserve,fungus
At any rate the fact *_ that_ having made this false trail toward southern territory_ he turned suddenly about and came north.,was,agree,arc,north
From the few words of the girl_ * him across the Japanese chrysanthemums_ she was entranced.,reaching,wildly,conservatory,free
But before the express agent left the car Mooney told him that he * to place a package of marked bills in the safe.,wanted,mission,either,events
When the man came * from closing the door_ Mooney at once began his explanation.,back,case—a,totally,simple
He * a slight gesture.,made,clinging,fluid,minor
I can’t precisely point out * indicatory signs_ but they were easily to be marked_ and they are not often successfully assumed.,these,organisms,tropical,canvas
In a very few minutes he * in opening the safe.,succeeded,annals,generous,criminals
The great distiller * an unlighted cigar.,chewed,offer,opening,salary
I helped with * horses.,the,gripped,jumped,fated
I had gotten into the town just as the circus was unloading_ and_ as it happened_ the road upon which I approached came first to the switch on which the * cars were standing.,horse,way,unknown,corner
I did not know at the time what he meant by a green fire_ but I knew that he wished * shoveled into the engine; I followed that direction.,coal,biggest,walls,confidential
He was only a moment at the turn and * were presently racing along the road.,we,jerks,disclaimer,specify
This woman * not in any sense an accomplice of Mooney.,was,hitherto,sensation,cattle
But in the * when the man came up to the room Mooney knew him instantly.,morning,gigantic,unsigned,hump
The individual of the Chinese crew had passed behind the * stack of the freighter.,leprous,operations,accustomed,depth
His * traveled over her_ his head thrown back in a slow_ heavy-lidded expression as though it were a physical caress.,eyes,sauntering,fall,length
The girl was not past sixteen_ and the * was past seventy.,man,startling,plural,resemblance
He did not explain precisely where this * lay_ or the route to it.,river,ceremony,bullseye,ceased
However_ they remained * the city and continued to shadow White.,in,entrance,gotten,system
In which event it * of the utmost importance for every move in this affair to be kept absolutely secret.,was,alley,arrival,window
The girl did * look up.,not,impressions,warranties,miss
The big attorney * around toward his clients.,swung,plumbing,ran,universal
White sat next to the window on the * seat beside a guard.,first,curtain,flew,frieze
I do not * the details.,know,reptilian,inscrutable,conceptions
It was the old * of mask which Mooney had invented; attached to the inside of the hat and loaded with shot to hold it down.,form,gather,formidable,hastily
He unfolded the paper_ took the diamond * and retained it in his hand.,out,invalidity,violently,bustle
It was only a short distance to * station; nevertheless_ the sheriff had brought a hack_ with a negro driver_ to convey us.,the,complying,stolen,especially
